OrderID,OrderDate,UnitCost,Price,OrderQty,CostofSales,Sales,Profit,Channel,PromotionName,ProductName,Manufacturer,ProductSubCategory,ProductCategory,Region,City,Country
3540,2025-07-06,15.74073622,200,5,78.7036811,1000,921.2963189,Store,No Discount,The Phone Company Touch Screen Phones - LCD M12 Gold,The Phone Company,Touch Screen Phones ,Cell phones,North America,Seattle,United States
3543,2025-07-07,246.4463942,399,12,2957.35673,4708.2,1750.84327,Store,North America Back-to-School Promotion,Contoso Home Theater System 5.1 Channel M1530 Silver,"Contoso, Ltd",Home Theater System,TV and Video,North America,Toronto,Canada
3544,2025-07-08,13.70147128,28,6,82.20882766,162.4,80.19117234,Store,North America Holiday Promotion,Contoso Digital Camera/Camcorder USB Cable E324 Black,"Contoso, Ltd",Cameras & Camcorders Accessories,Cameras and camcorders ,North America,New Brunswick,United States
3546,2025-07-09,82.67662903,299,13,1074.796177,3647.8,2573.003823,Reseller,North America Holiday Promotion,The Phone Company PDA Phone 3.5 inches M320 Black,The Phone Company,Smart phones & PDAs ,Cell phones,North America,Seattle,United States
3550,2025-07-10,339.4943859,588,12,4073.932631,6820.8,2746.867369,Store,North America Back-to-School Promotion,"A. Datum SLR Camera 35"" X358 Silver Grey",A. Datum Corporation,Digital SLR Cameras,Cameras and camcorders ,North America,Parker,United States
3551,2025-07-11,7.29674463,19.95,20,145.9348926,399,253.0651074,Reseller,No Discount,Contoso Car power adapter M90 White,"Contoso, Ltd",Computers Accessories,Computers,North America,Seattle,United States
3552,2025-07-12,15.77200409,251,20,315.4400817,5020,4704.559918,Reseller,No Discount,WWI Screen 106in M1609 Silver,Wide World Importers,Projectors & Screens,Computers,Asia,Beijing,China
3554,2025-07-13,164.1055567,980,24,3938.53336,22540,18601.46664,Online,European Holiday Promotion,Fabrikam Trendsetter 2/3'' 17mm X100 Black,"Fabrikam, Inc.",Camcorders,Cameras and camcorders ,Europe,Berlin,Germany
3555,2025-07-14,166.8498643,199,4,667.3994573,776.1,108.7005427,Online,North America Spring Promotion,SV Car Video AM/FM E1000 Silver,Southridge Video,Car Video,TV and Video,North America,Bethesda,United States
3557,2025-07-15,302.6143049,980,9,2723.528744,8624,5900.471256,Store,European Back-to-Scholl Promotion,Fabrikam Trendsetter 2/3'' 17mm X100 White,"Fabrikam, Inc.",Camcorders,Cameras and camcorders ,Europe,Athens,Greece
3558,2025-07-16,277.3844249,646,12,3328.613099,7752,4423.386901,Store,North America Back-to-School Promotion,Contoso SLR Camera X143 Grey,"Contoso, Ltd",Digital SLR Cameras,Cameras and camcorders ,North America,Leominster,United States
3559,2025-07-17,13.47042515,43.81,10,134.7042515,438.1,303.3957485,Store,No Discount,Contoso Expandable 4-Handset Cordless Phone System M206 Grey,"Contoso, Ltd",Home & Office Phones,Cell phones,North America,New Haven,United States
3560,2025-07-18,102.8849065,129,9,925.9641589,1141.65,215.6858411,Store,North America Spring Promotion,Proseware Ink Jet Wireless All-In-One Printer M400 Black,"Proseware, Inc.","Printers, Scanners & Fax",Computers,North America,San Antonio,United States
3561,2025-07-19,2.2111091,699,24,53.0666184,16496.4,16443.33338,Online,North America Back-to-School Promotion,Litware Home Theater System 5.1 Channel M511 Silver,"Litware, Inc.",Home Theater System,TV and Video,North America,Bethesda,United States
3563,2025-07-20,58.87831779,196.9,12,706.5398135,2284.04,1577.500187,Store,North America Back-to-School Promotion,A. Datum SLR-like Digital Camera M400 Green,A. Datum Corporation,Digital Cameras,Cameras and camcorders ,North America,Waterbury,United States
3567,2025-07-21,81.46338563,180,26,2118.048026,4653,2534.951974,Store,Asian Holiday Promotion,Fabrikam Social videographer 1'' 25mm E400 Black,"Fabrikam, Inc.",Camcorders,Cameras and camcorders ,Asia,Sapporo,Japan
3569,2025-07-22,312.4834029,569,9,2812.350626,5007.2,2194.849374,Store,North America Spring Promotion,Litware Home Theater System 5.1 Channel M515 Black,"Litware, Inc.",Home Theater System,TV and Video,North America,Fort Worth,United States
3570,2025-07-23,3.65989591,39.9,24,87.83750183,957.6,869.7624982,Store,European Spring Promotion,Contoso Dual USB Power Adapter - power adapter E300 Grey,"Contoso, Ltd",Computers Accessories,Computers,Europe,Firenze,Italy
3575,2025-07-24,153.44255,1299,13,1994.75315,16497.3,14502.54685,Store,Asian Holiday Promotion,Adventure Works Laptop19W X1980 Red,Adventure Works,Laptops,Computers,Asia,Sydney,Australia
3576,2025-07-25,150.5796965,186.9,9,1355.217268,1663.41,308.1927316,Store,North America Spring Promotion,A. Datum Bridge Digital Camera M300 Orange,A. Datum Corporation,Digital Cameras,Cameras and camcorders ,North America,Charlottesville,United States
3577,2025-07-26,118.8757256,499.9,60,7132.543538,29994,22861.45646,Online,No Discount,Adventure Works Desktop PC1.80 ED182 White,Adventure Works,Desktops,Computers,Asia,Beijing,China
3578,2025-07-27,154.7564911,170,8,1238.051929,1360,121.9480714,Online,European Holiday Promotion,"Fabrikam Social Videographer 1/2"" 3mm E300 Orange","Fabrikam, Inc.",Camcorders,Cameras and camcorders ,Europe,Berlin,Germany
3579,2025-07-28,532.3069155,699,9,4790.76224,6221.1,1430.33776,Store,North America Spring Promotion,Adventure Works Laptop15 M1501 Blue,Adventure Works,Laptops,Computers,North America,Madison,United States
3580,2025-07-29,56.00339641,299,27,1512.091703,7983.3,6471.208297,Reseller,North America Spring Promotion,Proseware Screen 113in X1609 White,"Proseware, Inc.",Projectors & Screens,Computers,North America,Seattle,United States
3583,2025-07-30,206.1326465,655,8,1649.061172,5109,3459.938828,Store,European Holiday Promotion,Fabrikam Home and Vacation Moviemaker 2/3'' 17mm M103 White,"Fabrikam, Inc.",Camcorders,Cameras and camcorders ,Europe,Koln,Germany
3585,2025-07-31,0.027512774,9.5,26,0.715332114,245.575,244.8596679,Reseller,Asian Holiday Promotion,Contoso Power Inverter - DC to AC power inverter E900 Black,"Contoso, Ltd",Computers Accessories,Computers,Asia,Beijing,China
3586,2025-08-01,137.9836552,196.9,13,1793.787517,2500.63,706.8424828,Store,Asian Holiday Promotion,A. Datum SLR-like Digital Camera M400 Black,A. Datum Corporation,Digital Cameras,Cameras and camcorders ,Asia,Islamabad,Pakistan
3587,2025-08-02,239.1400422,269.9,12,2869.680506,3022.88,153.1994937,Store,European Holiday Promotion,WWI Desktop PC1.80 E1801 White,Wide World Importers,Desktops,Computers,Europe,Moscow,Russia
3588,2025-08-03,46.82316905,163,8,374.5853524,1238.8,864.2146476,Store,European Holiday Promotion,Proseware Office Jet All-in-One Printer M500 Black,"Proseware, Inc.","Printers, Scanners & Fax",Computers,Europe,Ljubljana,Slovenia
3589,2025-08-04,28.32166323,304,5,141.6083161,1520,1378.391684,Store,No Discount,Contoso SLR Camera M143 Grey,"Contoso, Ltd",Digital SLR Cameras,Cameras and camcorders ,North America,Vineland,United States
3591,2025-08-05,144.1717128,189,5,720.8585638,945,224.1414362,Online,No Discount,Contoso Touch Screen Phones - CRT M11 Black,"Contoso, Ltd",Touch Screen Phones ,Cell phones,North America,Bethesda,United States
3593,2025-08-06,9.499202113,47.95,24,227.9808507,1141.21,913.2291493,Store,Asian Summer Promotion,NT Wireless Bluetooth Stereo Headphones E102 White,Northwind Traders,Bluetooth Headphones,Audio,Asia,Tokyo,Japan
3595,2025-08-07,327.9667723,1500,6,1967.800634,8700,6732.199366,Catalog,North America Holiday Promotion,Fabrikam Independent Filmmaker 2/3'' 17mm X100 Black,"Fabrikam, Inc.",Camcorders,Cameras and camcorders ,North America,North Harford,United States
3596,2025-08-08,132.1275066,268,10,1321.275066,2680,1358.724934,Reseller,No Discount,A. Datum Interchangeable lens Non-SLR Digital Camera X250 Pink,A. Datum Corporation,Digital Cameras,Cameras and camcorders ,North America,Seattle,United States
3601,2025-08-09,303.0380512,967,12,3636.456615,11604,7967.543385,Reseller,European Spring Promotion,Fabrikam Laptop16W M6080 Black,"Fabrikam, Inc.",Laptops,Computers,Europe,Paris,France
3603,2025-08-10,62.76963314,758,30,1883.088994,22740,20856.91101,Online,No Discount,Adventure Works Laptop15.4W M1548 Red,Adventure Works,Laptops,Computers,North America,Bethesda,United States
3605,2025-08-11,93.58700534,188.5,10,935.8700534,1885,949.1299466,Store,No Discount,A. Datum Advanced Digital Camera M300 Black,A. Datum Corporation,Digital Cameras,Cameras and camcorders ,North America,Vineland,United States
3606,2025-08-12,84.16489767,168,4,336.6595907,537.6,200.9404093,Store,European Holiday Promotion,"Fabrikam Social Videographer 1/3"" 8.5mm E200 Blue","Fabrikam, Inc.",Camcorders,Cameras and camcorders ,Europe,Carlisle,United Kingdom
3607,2025-08-13,121.274951,589,10,1212.74951,5890,4677.25049,Store,No Discount,"The Phone Company Touch Screen Phone 1600 TFT-1.4"" L250 Grey",The Phone Company,Touch Screen Phones ,Cell phones,North America,Yakima,United States
3608,2025-08-14,653.1107227,758,10,6531.107227,7580,1048.892773,Reseller,No Discount,Adventure Works Laptop15.4W M1548 White,Adventure Works,Laptops,Computers,Asia,Beijing,China
3609,2025-08-15,1.186968668,9.99,20,23.73937336,199.8,176.0606266,Catalog,No Discount,Contoso DVD 38 DVD Storage Binder E25 Red,"Contoso, Ltd",Movie DVD,"Music, Movies and Audio Books",North America,North Harford,United States
3610,2025-08-16,63.31212415,279,10,633.1212415,2790,2156.878758,Store,No Discount,Adventure Works LCD20W M240 Black,Adventure Works,Monitors,Computers,Asia,Shanghai,China
3611,2025-08-17,16.26183642,129.9,12,195.142037,1532.82,1337.677963,Catalog,North America Back-to-School Promotion,SV 22xDVD M600 Silver,Southridge Video,VCD & DVD,TV and Video,North America,North Harford,United States
3612,2025-08-18,187.300534,199,4,749.202136,766.15,16.94786398,Store,North America Spring Promotion,Contoso Home Theater System 2.1 Channel E1220 Silver,"Contoso, Ltd",Home Theater System,TV and Video,North America,Vancouver,Canada
3616,2025-08-19,10.17400684,12.99,4,40.69602735,51.96,11.26397265,Online,European Back-to-Scholl Promotion,SV DVD Movies E100 Yellow,Southridge Video,Movie DVD,"Music, Movies and Audio Books",Europe,Berlin,Germany
3617,2025-08-20,83.74942695,115,10,837.4942695,1150,312.5057305,Store,No Discount,WWI Wireless Bluetooth Stereo Headphones M270 Pink,Wide World Importers,Bluetooth Headphones,Audio,Europe,Strasbourg,France
3618,2025-08-21,126.2678181,999,16,2020.285089,15984,13963.71491,Reseller,European Holiday Promotion,Fabrikam Trendsetter 1/2'' 3mm X300 Black,"Fabrikam, Inc.",Camcorders,Cameras and camcorders ,Europe,Paris,France
3619,2025-08-22,2.717129281,22.89,6,16.30277569,135.051,118.7482243,Catalog,North America Back-to-School Promotion,SV DVD 60 DVD Storage Binder L20 Black,Southridge Video,Movie DVD,"Music, Movies and Audio Books",North America,North Harford,United States
3624,2025-08-23,90.84033802,639,10,908.4033802,6390,5481.59662,Catalog,No Discount,Litware Home Theater System 5.1 Channel M510 Brown,"Litware, Inc.",Home Theater System,TV and Video,North America,North Harford,United States
3625,2025-08-24,54.85713512,255,12,658.2856215,3060,2401.714379,Reseller,North America Back-to-School Promotion,The Phone Company PDA Handheld 3.5 inch M610 Black,The Phone Company,Smart phones & PDAs ,Cell phones,North America,Seattle,United States
3626,2025-08-25,45.95486655,95,12,551.4583986,1111.5,560.0416014,Store,North America Back-to-School Promotion,Contoso Telephoto Conversion Lens M350 Silver,"Contoso, Ltd",Cameras & Camcorders Accessories,Cameras and camcorders ,North America,Port Washington,United States
3629,2025-08-26,137.4443163,302,18,2473.997693,5436,2962.002307,Catalog,North America Spring Promotion,The Phone Company PDA Phone Unlocked 4.7 inches L550 White,The Phone Company,Smart phones & PDAs ,Cell phones,North America,North Harford,United States
3630,2025-08-27,91.67819993,758,9,825.1037993,6784.1,5958.996201,Store,North America Spring Promotion,WWI Laptop15.4W M0156 White,Wide World Importers,Laptops,Computers,North America,Quincy,United States
3631,2025-08-28,4.406765634,12.95,9,39.66089071,106.19,66.52910929,Reseller,Asian Spring Promotion,Contoso Mouse Lock Bundle E200 Grey,"Contoso, Ltd",Computers Accessories,Computers,Asia,Beijing,China
3638,2025-08-29,23.49584563,259,26,610.8919863,6656.3,6045.408014,Store,Asian Holiday Promotion,SV Car Video TFT6.2W E6281 Black,Southridge Video,Car Video,TV and Video,Asia,Urumqi,China
3640,2025-08-30,472.7015111,699,13,6145.119644,8877.3,2732.180356,Online,Asian Holiday Promotion,Contoso Projector 720p M620 White,"Contoso, Ltd",Projectors & Screens,Computers,Asia,Beijing,China
3641,2025-08-31,61.21586026,169.99,54,3305.656454,9136.9625,5831.306046,Catalog,North America Spring Promotion,"Adventure Works 20"" CRT TV E15 Silver",Adventure Works,Televisions,TV and Video,North America,North Harford,United States
3642,2025-09-01,8.812832961,12.99,10,88.12832961,129.9,41.77167039,Store,No Discount,Contoso Dual Handset Cordless Phone System E20 Grey,"Contoso, Ltd",Home & Office Phones,Cell phones,North America,Stoughton,United States
3643,2025-09-02,256.5450259,280,26,6670.170673,6944,273.829327,Reseller,Asian Holiday Promotion,The Phone Company PDA Palm 3.5 inch M810 Black,The Phone Company,Smart phones & PDAs ,Cell phones,Asia,Beijing,China
3645,2025-09-03,10.18567373,17.99,12,122.2280847,210.483,88.25491529,Store,North America Back-to-School Promotion,SV DVD 48 DVD Storage Binder M50 Black,Southridge Video,Movie DVD,"Music, Movies and Audio Books",North America,Falmouth,United States
3646,2025-09-04,1.007609428,9.5,5,5.03804714,47.5,42.46195286,Store,No Discount,Contoso Power Inverter - DC to AC power inverter E900 Grey,"Contoso, Ltd",Computers Accessories,Computers,North America,Albany,United States
3647,2025-09-05,13.17778653,310,10,131.7778653,3100,2968.222135,Catalog,No Discount,The Phone Company Smart phones Unlocked International M800 Grey,The Phone Company,Smart phones & PDAs ,Cell phones,North America,North Harford,United States
3649,2025-09-06,63.68543217,289.99,10,636.8543217,2899.9,2263.045678,Store,No Discount,Contoso DVD 15-Inch Player Portable L200 Black,"Contoso, Ltd",Movie DVD,"Music, Movies and Audio Books",North America,Hartford,United States
3650,2025-09-07,12.845847,148,5,64.22923499,740,675.770765,Store,No Discount,A. Datum Slim Digital Camera M180 Black,A. Datum Corporation,Digital Cameras,Cameras and camcorders ,North America,Longview,United States
3651,2025-09-08,154.6323132,184.5,13,2010.220072,2361.6,351.3799282,Store,North America Holiday Promotion,A. Datum Consumer Digital Camera M300 Green,A. Datum Corporation,Digital Cameras,Cameras and camcorders ,North America,Denton,United States
3653,2025-09-09,621.2578669,880,10,6212.578669,8800,2587.421331,Store,No Discount,Fabrikam Business Videographer 1/2'' 3mm M500 Grey,"Fabrikam, Inc.",Camcorders,Cameras and camcorders ,North America,Desoto,United States
3654,2025-09-10,264.5178647,588,20,5290.357295,11760,6469.642705,Reseller,No Discount,"A. Datum SLR Camera 35"" X358 Silver",A. Datum Corporation,Digital SLR Cameras,Cameras and camcorders ,North America,Seattle,United States
3655,2025-09-11,272.0259741,339,10,2720.259741,3390,669.740259,Store,No Discount,Contoso Home Theater System 5.1 Channel M1520 White,"Contoso, Ltd",Home Theater System,TV and Video,North America,Montreal,Canada
3658,2025-09-12,7.128512069,16.99,13,92.6706569,215.773,123.1023431,Online,Asian Holiday Promotion,Contoso Phone with 13-Number Memory (210) M301 Black,"Contoso, Ltd",Home & Office Phones,Cell phones,Asia,Beijing,China
3661,2025-09-13,4.317023588,12.99,18,77.70642459,231.222,153.5155754,Store,North America Spring Promotion,Contoso Dual Handset Cordless Phone System  E20 Black,"Contoso, Ltd",Home & Office Phones,Cell phones,North America,Jacksonville,United States
3662,2025-09-14,39.58221437,198,10,395.8221437,1980,1584.177856,Store,No Discount,A. Datum Point Shoot Digital Camera M500 Pink,A. Datum Corporation,Digital Cameras,Cameras and camcorders ,Asia,Kolkata,India
3664,2025-09-15,238.2983846,436.2,10,2382.983846,4362,1979.016154,Store,No Discount,"Fabrikam SLR Camera 35"" X358 Pink","Fabrikam, Inc.",Digital SLR Cameras,Cameras and camcorders ,Europe,Nizhny Novgorod,Russia
3665,2025-09-16,98.92719011,699,9,890.344711,6221.1,5330.755289,Store,European Back-to-Scholl Promotion,Litware Home Theater System 5.1 Channel M512 Black,"Litware, Inc.",Home Theater System,TV and Video,Europe,West Yorkshire,United Kingdom
3666,2025-09-17,2.185156644,6.95,24,52.44375946,164.02,111.5762405,Store,North America Back-to-School Promotion,Contoso Lens Cap Keeper E314 Pink,"Contoso, Ltd",Cameras & Camcorders Accessories,Cameras and camcorders ,North America,Orlando,United States
3667,2025-09-18,152.1757924,239,9,1369.582132,2127.1,757.5178681,Store,European Back-to-Scholl Promotion,The Phone Company Smart phones 4 GB of Memory M300 Pink,The Phone Company,Smart phones & PDAs ,Cell phones,Europe,Nizhny Novgorod,Russia
3668,2025-09-19,136.0440254,999,13,1768.57233,12387.6,10619.02767,Store,North America Holiday Promotion,Contoso Projector 720p M621 Silver,"Contoso, Ltd",Projectors & Screens,Computers,North America,New Castle,United States
3669,2025-09-20,3.968997271,28.99,10,39.68997271,289.9,250.2100273,Store,No Discount,Contoso Hybrid system M60 Black,"Contoso, Ltd",Home & Office Phones,Cell phones,North America,Roanoke,United States
3670,2025-09-21,177.9716917,229.9,36,6406.980903,8161.45,1754.469097,Reseller,North America Back-to-School Promotion,WWI Desktop PC1.80 E1800 White,Wide World Importers,Desktops,Computers,North America,Seattle,United States
3671,2025-09-22,2.133431949,4.74,240,512.0236678,1137.126,625.1023322,Catalog,North America Back-to-School Promotion,Contoso Rubberized Snap-On Cover Hard Case Cell Phone Protector E160 White,"Contoso, Ltd",Cell phones Accessories,Cell phones,North America,North Harford,United States
3674,2025-09-23,12.92291311,21.57,20,258.4582621,431.4,172.9417379,Catalog,No Discount,Contoso 2G MP3 Player E200 Silver,"Contoso, Ltd",MP4&MP3,Audio,North America,North Harford,United States
3675,2025-09-24,21.52408144,59.99,12,258.2889773,707.882,449.5930227,Store,North America Back-to-School Promotion,Contoso 4G MP3 Player E400 Green,"Contoso, Ltd",MP4&MP3,Audio,North America,Lowell,United States
3676,2025-09-25,42.1084353,188,9,378.9759177,1682.6,1303.624082,Store,North America Spring Promotion,A. Datum All in One Digital Camera M200 Black,A. Datum Corporation,Digital Cameras,Cameras and camcorders ,North America,Milwaukee,United States
3677,2025-09-26,372.5844605,600,27,10059.78043,16050,5990.219566,Catalog,North America Spring Promotion,"Fabrikam Home and Vacation Moviemaker 1"" 25mm M400 Blue","Fabrikam, Inc.",Camcorders,Cameras and camcorders ,North America,North Harford,United States
3678,2025-09-27,27.48452848,42.99,10,274.8452848,429.9,155.0547152,Store,No Discount,Contoso Centrex Phone System L10 Grey,"Contoso, Ltd",Home & Office Phones,Cell phones,North America,Annapolis,United States
3679,2025-09-28,75.40680966,160,10,754.0680966,1600,845.9319034,Online,No Discount,"Fabrikam Social Videographer 2/3"" 17mm E100 Orange","Fabrikam, Inc.",Camcorders,Cameras and camcorders ,Asia,Beijing,China
3680,2025-09-29,10.54649433,268,26,274.2088527,6807.2,6532.991147,Catalog,North America Holiday Promotion,A. Datum Interchangeable lens Non-SLR Digital Camera X250 Grey,A. Datum Corporation,Digital Cameras,Cameras and camcorders ,North America,North Harford,United States
3681,2025-09-30,74.72022208,190,39,2914.088661,7372,4457.911339,Catalog,North America Holiday Promotion,Contoso Screen 100in E010 White,"Contoso, Ltd",Projectors & Screens,Computers,North America,North Harford,United States
3682,2025-10-01,326.5017365,627,9,2938.515629,5141.4,2202.884371,Store,Asian Spring Promotion,A. Datum SLR Camera X138 Silver Grey,A. Datum Corporation,Digital SLR Cameras,Cameras and camcorders ,Asia,Thimphu,Bhutan
3685,2025-10-02,28.44872719,42.99,10,284.4872719,429.9,145.4127281,Store,No Discount,Contoso Centrex Phone System L10 White,"Contoso, Ltd",Home & Office Phones,Cell phones,Europe,Valletta,Malta
3686,2025-10-03,67.76014408,163,10,677.6014408,1630,952.3985592,Store,No Discount,Proseware Office Jet All-in-One Printer M500 Black,"Proseware, Inc.","Printers, Scanners & Fax",Computers,North America,Sebring,United States
3687,2025-10-04,14.02593501,21.57,6,84.15561008,122.949,38.79338992,Store,Asian Holiday Promotion,Contoso 2G MP3 Player E200 Red,"Contoso, Ltd",MP4&MP3,Audio,Asia,Singapore,Singapore
3689,2025-10-05,10.37116822,432,8,82.9693458,3456,3373.030654,Reseller,European Holiday Promotion,Fabrikam Budget Moviemaker 1/2'' 3mm E300 White,"Fabrikam, Inc.",Camcorders,Cameras and camcorders ,Europe,Paris,France
3690,2025-10-06,153.5798574,679,10,1535.798574,6790,5254.201426,Store,No Discount,Adventure Works LCD22W M200 White,Adventure Works,Monitors,Computers,North America,Montreal,Canada
3692,2025-10-07,43.76467507,67.4,18,787.7641513,1186.24,398.4758487,Store,Asian Spring Promotion,WWI Stereo Bluetooth Headphones E1000 Blue,Wide World Importers,Bluetooth Headphones,Audio,Asia,Ashgabat,Turkmenistan
3693,2025-10-08,210.0982241,599,18,3781.768033,10632.25,6850.481967,Store,North America Spring Promotion,Proseware Laptop16 M610 Black,"Proseware, Inc.",Laptops,Computers,North America,Fort Worth,United States
3695,2025-10-09,90.60682485,179,10,906.0682485,1790,883.9317515,Reseller,No Discount,Proseware LCD19W M100 Black,"Proseware, Inc.",Monitors,Computers,North America,Seattle,United States
3697,2025-10-10,18.54816162,427,12,222.5779394,4995.9,4773.322061,Store,North America Back-to-School Promotion,A. Datum SLR Camera X141 Blue,A. Datum Corporation,Digital SLR Cameras,Cameras and camcorders ,North America,Houston,United States
3700,2025-10-11,36.29127503,158,10,362.9127503,1580,1217.08725,Store,No Discount,"Proseware Desk Jet All-in-One Printer, Scanner, Copier M350 Green","Proseware, Inc.","Printers, Scanners & Fax",Computers,Asia,Busan,South Korea
3701,2025-10-12,749.1992679,1099.99,9,6742.793411,9734.9115,2992.118089,Reseller,North America Spring Promotion,"Adventure Works 37"" 1080p LCD HDTV M150W White",Adventure Works,Televisions,TV and Video,North America,Seattle,United States
3702,2025-10-13,105.0463656,228,12,1260.556387,2644.8,1384.243613,Store,North America Back-to-School Promotion,Proseware Color Ink Jet Fax with 5.8 GHz Cordless Handset X250 White,"Proseware, Inc.","Printers, Scanners & Fax",Computers,North America,Sedalia,United States
3703,2025-10-14,152.0786761,300,10,1520.786761,3000,1479.213239,Store,No Discount,The Phone Company Touch Screen Phones Infrared M901 Gold,The Phone Company,Touch Screen Phones ,Cell phones,North America,New Haven,United States
3704,2025-10-15,109.5398446,199.95,10,1095.398446,1999.5,904.1015545,Store,No Discount,WWI 2GB Pulse Smart pen M100 White,Wide World Importers,Recording Pen,Audio,North America,Bacliff,United States
3705,2025-10-16,50.4575675,49.99,6,302.745405,299.94,-2.805404998,Store,North America Holiday Promotion,Contoso Rechargeable Li-Ion Battery Pack E300 Silver,"Contoso, Ltd",Cameras & Camcorders Accessories,Cameras and camcorders ,North America,Atlantic City,United States
3706,2025-10-17,30.41145057,129,4,121.6458023,490.2,368.5541977,Store,Asian Spring Promotion,Adventure Works LCD17W E203 Black,Adventure Works,Monitors,Computers,Asia,Taipei,Taiwan
3709,2025-10-18,403.0932841,499,10,4030.932841,4990,959.0671591,Store,No Discount,Contoso Projector 480p M481 Silver,"Contoso, Ltd",Projectors & Screens,Computers,North America,Boulder,United States
3710,2025-10-19,36.97838762,302,16,591.6542019,4711.2,4119.545798,Online,European Holiday Promotion,The Phone Company PDA Phone Unlocked 4.7 inches L550 Black,The Phone Company,Smart phones & PDAs ,Cell phones,Europe,Berlin,Germany
3712,2025-10-20,309.9253686,689,12,3719.104424,8199.1,4479.995576,Store,North America Back-to-School Promotion,Litware Home Theater System 5.1 Channel M513 Black,"Litware, Inc.",Home Theater System,TV and Video,North America,Lynn,United States
3713,2025-10-21,171.8287671,199.95,12,2061.945205,2399.4,337.4547949,Store,No Discount,WWI 2GB Pulse Smart pen M100 Silver,Wide World Importers,Recording Pen,Audio,Asia,Islamabad,Pakistan
3714,2025-10-22,233.3974794,432,13,3034.167232,5270.4,2236.232768,Store,North America Holiday Promotion,Fabrikam Budget Movie-Maker 1/2'' 3mm E300 Black,"Fabrikam, Inc.",Camcorders,Cameras and camcorders ,North America,Sedalia,United States
3715,2025-10-23,17.31518269,180,26,450.19475,4680,4229.80525,Store,North America Holiday Promotion,Fabrikam Social videographer 1'' 25mm E400 Black,"Fabrikam, Inc.",Camcorders,Cameras and camcorders ,North America,Germantown,United States
3716,2025-10-24,43.60529002,49,4,174.4211601,166.6,-7.82116009,Store,Asian Spring Promotion,Proseware CRT15 E10 Black,"Proseware, Inc.",Monitors,Computers,Asia,Canberra,Australia
3717,2025-10-25,181.6224153,180,4,726.4896611,720,-6.489661142,Store,North America Spring Promotion,Fabrikam Social videographer 1'' 25mm E400 Black,"Fabrikam, Inc.",Camcorders,Cameras and camcorders ,North America,Worcester,United States
3718,2025-10-26,417.2328679,469.97,10,4172.328679,4699.7,527.3713209,Store,No Discount,"Adventure Works 26"" 720p LCD HDTV M140 Silver",Adventure Works,Televisions,TV and Video,Europe,Lancashire,United Kingdom
3719,2025-10-27,3.743918277,46.99,6,22.46350966,272.542,250.0784903,Store,North America Back-to-School Promotion,Contoso In front of Centrex L15 Black,"Contoso, Ltd",Home & Office Phones,Cell phones,North America,Granger,United States
3721,2025-10-28,120.6677652,165,26,3137.361896,4224,1086.638104,Store,North America Holiday Promotion,Fabrikam Social Videographer 1/3'' 8.5mm E200 Black,"Fabrikam, Inc.",Camcorders,Cameras and camcorders ,North America,Buffalo,United States
3722,2025-10-29,256.6276326,369,12,3079.531591,4317.3,1237.768409,Store,North America Back-to-School Promotion,SV Car Video LCD7 M7002 Black,Southridge Video,Car Video,TV and Video,North America,Denver,United States
3725,2025-10-30,370.1901169,568,9,3331.711053,5026.8,1695.088947,Store,North America Spring Promotion,"Contoso SLR Camera 35"" X358 Grey","Contoso, Ltd",Digital SLR Cameras,Cameras and camcorders ,North America,Ithaca,United States
3727,2025-10-31,169.7742731,255,13,2207.06555,3213,1005.93445,Store,North America Holiday Promotion,The Phone Company PDA Handheld 3.5 inch M610 Silver,The Phone Company,Smart phones & PDAs ,Cell phones,North America,Houston,United States
3728,2025-11-01,5.571449449,99,9,50.14304504,851.4,801.256955,Store,Asian Spring Promotion,Adventure Works LCD15 E100 Black,Adventure Works,Monitors,Computers,Asia,Shanghai,China
3730,2025-11-02,136.1931485,219,30,4085.794454,6570,2484.205546,Catalog,No Discount,SV DVD Recorder L220 White,Southridge Video,Movie DVD,"Music, Movies and Audio Books",North America,North Harford,United States
3733,2025-11-03,23.77578679,75.99,4,95.10314716,292.5615,197.4583528,Store,North America Spring Promotion,SV 40GB USB2.0 Portable Hard Disk E400 Red,Southridge Video,Computers Accessories,Computers,North America,Appleton,United States
3735,2025-11-04,171.6551779,389,8,1373.241423,2800.8,1427.558577,Store,European Holiday Promotion,The Phone Company PDA Handheld 4.7 inch L650 Silver,The Phone Company,Smart phones & PDAs ,Cell phones,Europe,Manchester,United Kingdom
3736,2025-11-05,10.60024706,13.89,18,190.8044471,247.242,56.4375529,Catalog,North America Spring Promotion,Contoso DVD 58 DVD Storage Binder M55 Black,"Contoso, Ltd",Movie DVD,"Music, Movies and Audio Books",North America,North Harford,United States
3738,2025-11-06,248.9677237,281,12,2987.612684,3343.9,356.2873161,Store,North America Back-to-School Promotion,A. Datum Consumer Digital Camera E100 Pink,A. Datum Corporation,Digital Cameras,Cameras and camcorders ,North America,North Bend,United States
3741,2025-11-07,174.2088209,290,9,1567.879388,2595.5,1027.620612,Store,North America Spring Promotion,A. Datum Super-zoom Digital Camera X300 Pink,A. Datum Corporation,Digital Cameras,Cameras and camcorders ,North America,Round Rock,United States
3742,2025-11-08,148.3534061,293,9,1335.180655,2607.7,1272.519345,Store,North America Spring Promotion,The Phone Company Touch Screen Phones SAW/On-wall M806 Gold,The Phone Company,Touch Screen Phones ,Cell phones,North America,Toronto,Canada
